year,population
2003,53.0
2004,44.0
2005,53.0
2006,54.0
2007,52.0
2008,57.0
2009,62.0
2010,48.0
2011,48.0
2012,47.0
2013,47.0
2014,47.0
2015,47.0
2016,47.0
2017,47.0
2018,47.0
2019,46.0
2020,46.0
2021,45.0
2022,44.0
2023,44.0
2024,43.0
2025,42.0
2026,41.0
2027,40.0
2028,39.0
2029,38.0
2030,36.0
2031,35.0
2032,34.0
2033,34.0
2034,33.0
2035,33.0
2036,32.0
2037,31.0
2038,29.0
2039,29.0
2040,28.0
