year,annotation,diesel generation efficiency
2002,,12.15
2003,,13.24
2004,,12.34
2005,,12.36
2006,,12.12
2007,,12.44
2008,,12.2
2009,,12.14
2010,,11.63
2011,,11.15
2012,,10.62
2013,,11.67
2014,,9.59
2015,,10.99
2016,start of forecast,10.75
2017,,10.75
2018,,10.75
2019,,10.75
2020,,10.75
2021,,10.75
2022,,10.75
2023,,10.75
2024,,10.75
2025,,10.75
2026,,10.75
2027,,10.75
2028,,10.75
2029,,10.75
2030,,10.75
2031,,10.75
2032,,10.75
2033,,10.75
2034,,10.75
2035,,10.75
2036,,10.75
2037,,10.75
2038,,10.75
2039,,10.75
2040,,10.75
