year,Base case diesel consumed,Modeled diesel efficiency
2019,31784.0273342,28894.5703038
2020,31784.0273342,28894.5703038
2021,31784.0273342,28894.5703038
2022,31784.0273342,28894.5703038
2023,31784.0273342,28894.5703038
2024,31784.0273342,28894.5703038
2025,31784.0273342,28894.5703038
2026,31784.0273342,28894.5703038
2027,31784.0273342,28894.5703038
2028,31784.0273342,28894.5703038
2029,31784.0273342,28894.5703038
2030,31784.0273342,28894.5703038
2031,31784.0273342,28894.5703038
2032,31784.0273342,28894.5703038
2033,31784.0273342,28894.5703038
2034,31784.0273342,28894.5703038
2035,31784.0273342,28894.5703038
2036,31784.0273342,28894.5703038
2037,31784.0273342,28894.5703038
2038,31784.0273342,28894.5703038
