year,Base case cost,Modeled non-residential energy efficiency
2017,397992.184972,402506.077787
2018,420550.663425,421569.507919
2019,450826.516086,447618.958326
2020,464480.331992,458714.790697
2021,473978.638709,466093.341968
2022,481102.368747,471359.235038
2023,485851.522105,474511.820077
2024,490007.031294,477155.750815
2025,494756.184653,480360.599741
2026,500692.626351,484660.857759
2027,505441.77971,487915.549415
2028,509003.644728,490124.097535
2029,514346.442257,493961.419026
2030,517908.307276,496216.386804
2031,523251.104804,500099.039992
