year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,38510.28,206906.61,147137.11,57647.06,191085.58,246250.54
2018,41125.44,220908.06,156096.28,60242.51,199642.6,257277.92
2019,44636.85,239699.49,174165.54,63727.41,211127.03,277310.08
2020,46226.16,248174.05,179783.18,65307.16,216306.28,284112.89
2021,47330.92,254069.4,183691.1,66404.69,219909.24,288845.29
2022,48153.05,258490.91,186622.05,67218.4,222611.45,292394.59
2023,48691.63,261438.59,188576.01,67747.12,224412.93,294760.78
2024,49166.07,264017.8,190285.73,68214.43,225989.23,296831.21
2025,49713.87,266965.48,185567.24,68756.59,227790.71,293552.17
2026,50406.64,270650.07,194682.14,69445.79,230042.55,302155.15
2027,50957.95,273597.75,196636.1,69992.95,231844.03,304521.35
2028,51368.74,275808.5,198101.57,70399.46,233195.14,306295.99
2029,52024.53,279124.64,200299.78,71065.53,235221.81,308957.97
2030,52465.11,281335.39,208768.32,71514.18,236572.91,316595.49
2031,53101.62,284651.53,211042.82,72152.4,238599.58,319307.69
2032,,,213570.05,,,322321.25
2033,,,208848.36,,,319310.08
2034,,,211290.81,,,322267.83
2035,,,212756.29,,,324042.47
2036,,,215442.98,,,327296.0
