year,Base case diesel consumed,Modeled residential ashp
2017,27006.1202454,3429.34855376
2018,27006.1202454,3429.34855376
2019,27977.1796177,4400.40792599
2020,27977.1796177,4400.40792599
2021,27977.1796177,4400.40792599
2022,27977.1796177,4400.40792599
2023,27977.1796177,4400.40792599
2024,27977.1796177,4400.40792599
2025,27006.1202454,3429.34855376
2026,27977.1796177,4400.40792599
2027,27977.1796177,4400.40792599
2028,27977.1796177,4400.40792599
2029,27977.1796177,4400.40792599
2030,28948.2389899,5371.46729823
2031,28948.2389899,5371.46729823
