year,Base case cost,Modeled residential energy efficiency
2017,393387.650691,393664.121844
2018,413374.196326,413202.294338
2019,451475.618331,450749.216024
2020,463896.075657,462853.241042
2021,472536.393797,471238.794048
2022,479016.632402,477500.676748
2023,483336.791472,481638.822996
2024,487116.930659,485248.037634
2025,479119.412231,477073.826375
2026,496837.288566,494600.783255
2027,501157.447636,498749.323034
2028,504397.566939,501837.064458
2029,509257.745892,506522.065887
2030,525363.810797,522480.478015
2031,530350.513159,527296.617211
2032,535891.293562,532660.664098
2033,528158.441824,524753.25305
2034,533558.640661,529981.015826
2035,536798.759964,533084.359501
2036,542738.978685,538847.843797
