year,Base case cost,Modeled non-residential energy efficiency
2017,1003096.45371,956111.70493
2018,1055441.43267,1003015.52553
2019,1127173.44088,1067291.13154
2020,1164008.79644,1100297.52382
2021,1187273.23153,1121143.66631
2022,1206660.26078,1138515.45172
2023,1218292.47833,1148938.52296
2024,1229924.69587,1159361.59421
2025,1241556.91342,1169784.66545
2026,1257066.53681,1183682.09378
2027,1270637.45729,1195842.34357
2028,1282269.67483,1206265.41481
2029,1295840.5953,1218425.6646
2030,1305534.10993,1227111.5573
2031,1321043.73332,1241008.98563
