year,Base case diesel consumed,Modeled non-residential ashp
2017,212924.887311,178016.613037
2018,212924.887311,178016.613037
2019,210001.238364,175092.96409
2020,210001.238364,175092.96409
2021,207077.589417,172169.315143
2022,207077.589417,172169.315143
2023,204153.94047,169245.666195
2024,204153.94047,169245.666195
2025,201230.291523,166322.017248
2026,201230.291523,166322.017248
2027,198306.642575,163398.368301
2028,198306.642575,163398.368301
2029,195382.993628,160474.719354
2030,192459.344681,157551.070407
2031,189535.695734,154627.42146
