year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,202855000.0,79271000.0,123584000.0
2004,,205641000.0,80153000.0,125488000.0
2005,,207680000.0,79678000.0,128002000.0
2006,,217624000.0,84676000.0,132948000.0
2007,,223396000.0,89071000.0,134325000.0
2008,,228482000.0,96854000.0,131628000.0
2009,,233347000.0,102203000.0,131144000.0
2010,,230518000.0,98514000.0,132004000.0
2011,,249157000.0,105387000.0,143770000.0
2012,,257154000.0,110350000.0,146804000.0
2013,,256936000.0,105729000.0,151207000.0
2014,,252525000.0,103861000.0,148664000.0
2015,start of forecast,271096780.0,122205113.0,148891667.0
2016,,282224672.0,133333005.0,148891667.0
2017,,293327674.0,144436007.0,148891667.0
2018,,299154532.0,150262866.0,148891667.0
2019,,297903761.0,149012094.0,148891667.0
2020,,296990238.0,148098572.0,148891667.0
2021,,296111415.0,147219748.0,148891667.0
2022,,292901341.0,144009674.0,148891667.0
2023,,288512963.0,139621296.0,148891667.0
2024,,280711855.0,131820188.0,148891667.0
2025,,273125214.0,124233547.0,148891667.0
2026,,265687579.0,116795913.0,148891667.0
2027,,261473832.0,112582165.0,148891667.0
2028,,258193292.0,109301625.0,148891667.0
2029,,220321278.0,71429611.0,148891667.0
2030,,183429850.0,34538183.0,148891667.0
2031,,153157423.0,4265756.0,148891667.0
2032,,158734648.0,9842981.0,148891667.0
2033,,174211881.0,25320214.0,148891667.0
2034,,186562318.0,37670651.0,148891667.0
2035,,187788400.0,38896733.0,148891667.0
2036,,173446163.0,24554497.0,148891667.0
2037,,144493306.0,-4398361.0,148891667.0
2038,,117597709.0,-31293958.0,148891667.0
2039,,107520868.0,-41370798.0,148891667.0
2040,,111211126.0,-37680541.0,148891667.0
