year,Base case diesel consumed,Modeled residential energy efficiency
2017,470767.980353,349061.567128
2018,440194.093689,318487.680463
2019,446804.663778,325098.250553
2020,451762.591346,330056.17812
2021,456720.518913,335014.105687
2022,473246.944137,351540.530911
2023,496383.939451,374677.526225
2024,537700.002512,415993.589286
2025,577363.42305,455657.009824
2026,616200.522327,494494.109101
2027,638511.19638,516804.783154
2028,655863.942865,534157.529639
2029,855007.366817,733300.953592
2030,1049192.8632,927486.449977
2031,1207846.54536,1086140.13213
2032,1178925.30121,1057218.88799
2033,1097119.49635,975413.083127
2034,1032666.43798,910960.024753
2035,1026055.86789,904349.454663
2036,1101251.10266,979544.689433
