year,Base case cost,Modeled non-residential energy efficiency
2017,5730623.76767,5674782.89185
2018,6025217.75318,5948424.4638
2019,6430284.48326,6332254.68396
2020,6623611.78624,6506178.85356
2021,6752496.6549,6616511.00878
2022,6862969.39947,6708967.51502
2023,6927411.8338,6756102.85496
2024,6991854.26813,6803633.85525
2025,7056296.70246,6851551.24278
2026,7139151.26088,6918136.49055
2027,7212799.75726,6975944.96118
2028,7277242.19159,7024968.01848
2029,7360096.75002,7092633.02175
2030,7406127.06025,7124060.14781
2031,7498187.68072,7201548.73376
