year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10805.2627296,7023.42077427
2018,10569.5667255,6870.21837156
2019,10620.1603502,6903.10422761
2020,10657.1122666,6927.12297331
2021,10692.6606041,6950.22939266
2022,10822.5078571,7034.63010709
2023,11000.017414,7150.01131907
2024,11315.571665,7355.12158228
2025,11622.4507182,7554.59296684
2026,11923.3024792,7750.1466115
2027,12093.7482549,7860.93636567
2028,12226.4458529,7947.18980439
2029,13758.3659612,8942.93787475
2030,15250.6214666,9912.90395329
2031,16475.1388788,10708.8402712
