year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,169071001,2257001
2004,,0,0,0,0,164922000,1819999
2005,,0,0,0,0,167105998,1556000
2006,,0,0,0,0,171817003,3274997
2007,,0,0,0,0,174346999,2362001
2008,,0,0,0,0,164051000,17751000
2009,,0,0,0,0,166770000,13837600
2010,,0,0,0,0,178519000,942080
2011,,0,0,0,0,183477000,3698640
2012,,0,0,0,0,295748000,1696540
2013,,0,0,0,0,267713000,11461520
2014,,0,0,0,0,273347000,1405060
2015,start of forecast,0,0,0,0,278936000,21838000
2016,,0,0,0,0,273332000,39789000
2017,,0,0,0,0,275205000,50234000
2018,,0,0,0,0,275824333,56079667
2019,,0,0,0,0,274787111,55728889
2020,,0,0,0,0,275272148,54230852
2021,,0,0,0,0,275294531,53232469
2022,,0,0,0,0,275117930,49848070
2023,,0,0,0,0,275228203,44868797
2024,,0,0,0,0,275213555,36228445
2025,,0,0,0,0,275186563,27838437
2026,,0,0,0,0,275209440,19563560
2027,,0,0,0,0,275203186,14894814
2028,,0,0,0,0,275199729,11258271
2029,,0,0,0,0,244440000,0
2030,,0,0,0,0,203510000,0
2031,,0,0,0,0,169924000,0
2032,,0,0,0,0,176112000,0
2033,,0,0,0,0,193283000,0
2034,,0,0,0,0,206986000,0
2035,,0,0,0,0,208346000,0
2036,,0,0,0,0,192434000,0
2037,,0,0,0,0,160311000,0
2038,,0,0,0,0,130471000,0
2039,,0,0,0,0,119291000,0
2040,,0,0,0,0,123386000,0
