year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,897222.536726,663944.677177
2018,897222.536726,663944.677177
2019,897222.536726,663944.677177
2020,897222.536726,663944.677177
2021,897222.536726,663944.677177
2022,897222.536726,663944.677177
2023,897222.536726,663944.677177
2024,897222.536726,663944.677177
2025,897222.536726,663944.677177
2026,897222.536726,663944.677177
2027,897222.536726,663944.677177
2028,897222.536726,663944.677177
2029,897222.536726,663944.677177
2030,897222.536726,663944.677177
2031,897222.536726,663944.677177
