year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,1378796.0,1144992.99227
2018,1347987.0,1114183.99227
2019,1354648.0,1120844.99227
2020,1359643.0,1125839.99227
2021,1364637.0,1130833.99227
2022,1381293.0,1147489.99227
2023,1404607.0,1170803.99227
2024,1446239.0,1212435.99227
2025,1486208.0,1252404.99227
2026,1525347.0,1291543.99227
2027,1547828.0,1314024.99227
2028,1565313.0,1331509.99227
2029,1765988.0,1532184.99227
2030,1961667.0,1727863.99227
2031,2121545.0,1887741.99227
2032,2092398.0,1858594.99227
2033,2009965.0,1776161.99227
2034,1945013.0,1711209.99227
2035,1938353.0,1704549.99227
2036,2014128.0,1780324.99227
