year,Base case cost,Modeled biomass for heat (cordwood)
2017,298241.688776,343791.199824
2018,322534.365309,363663.931025
2019,350681.903401,386125.002092
2020,366364.311518,398702.785153
2021,372181.988819,402201.221778
2022,380285.976144,408386.111577
2023,380878.235028,407459.058231
2024,379716.892329,405049.547532
2025,385215.720446,409057.844225
2026,387017.879331,409126.774983
2027,392437.167448,413082.979189
2028,390865.65554,410318.209758
2029,397000.176826,414887.531526
2030,400811.988112,417531.647779
2031,402056.028581,417107.160505
2032,408083.51749,421606.457878
2033,409027.875583,420906.095154
2034,416468.104492,426584.798286
2035,414154.704169,423162.547586
2036,421494.214663,428762.704226
