year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,56976.75,1041.68,49232.09,33684.71
2018,56976.75,1025.21,49232.09,33684.71
2019,56976.75,1009.9,49232.09,32611.98
2020,56976.75,994.51,49232.09,32611.98
2021,57050.75,978.72,49232.09,31539.25
2022,57050.75,963.28,49232.09,31539.25
2023,57050.75,947.61,49232.09,30466.52
2024,57050.75,932.39,49232.09,29393.8
2025,57050.75,917.35,49232.09,29393.8
2026,57050.75,902.62,49232.09,28321.07
2027,57050.75,887.7,49232.09,28321.07
2028,57050.75,873.32,49232.09,27248.34
2029,57050.75,862.35,49232.09,27248.34
2030,57124.75,850.77,49232.09,27248.34
2031,57124.75,838.39,49232.09,26175.61
2032,57124.75,823.69,49232.09,26175.61
2033,57124.75,808.79,49232.09,25102.89
2034,57124.75,794.59,49232.09,25102.89
2035,57124.75,781.72,49232.09,24030.16
2036,57124.75,770.45,49232.09,24030.16
2037,57124.75,760.65,49232.09,22957.43
2038,57124.75,751.06,49232.09,22957.43
2039,57124.75,741.38,49232.09,22957.43
2040,57124.75,731.31,49232.09,21884.7
