year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,3698.79,175056.98,210515.83,166.69,129457.91,107969.11
2018,3937.62,189334.29,220284.39,121.08,135015.52,112604.2
2019,4272.69,208534.8,225987.86,76.03,142489.54,115536.56
2020,4396.51,217888.9,232184.13,24.59,146130.73,118489.0
2021,4453.93,224289.07,228646.85,-30.68,148622.07,117065.96
2022,4480.01,229212.28,231800.77,-86.22,150538.49,118575.48
2023,4473.46,232658.53,226049.32,-143.46,151879.98,116113.55
2024,4448.24,235120.13,219559.8,-199.55,152838.18,113305.31
2025,4440.71,238566.38,221617.37,-256.32,154179.68,114299.82
2026,4450.63,242997.27,216078.33,-313.68,155904.45,111966.64
2027,4439.19,246443.52,218060.8,-372.06,157245.94,112930.06
2028,4410.98,248905.12,211163.65,-428.27,158204.15,109953.12
2029,4424.52,252843.69,213343.52,-474.03,159737.28,111018.66
2030,4407.67,255305.29,214705.94,-521.01,160695.49,111684.62
2031,4418.96,259736.18,208609.08,-574.33,162420.27,109120.57
2032,4407.37,263674.75,210703.13,-636.94,163953.4,110150.59
2033,4400.48,268105.64,204327.37,-702.18,165678.17,107471.11
2034,4402.69,273028.84,206837.66,-766.77,167594.59,108714.24
2035,4370.42,275490.45,199200.32,-822.66,168552.8,105430.96
2036,4384.46,280413.66,201603.34,-877.59,170469.21,106629.69
2037,4374.35,283367.58,193981.03,-923.4,171619.06,103373.04
2038,4386.78,287798.47,196047.2,-972.14,173343.84,104411.94
2039,4389.53,291737.04,197883.8,-1020.92,174876.97,105335.41
2040,4403.04,296660.25,190825.79,-1074.35,176793.39,102393.99
