year,Base case cost,Modeled non-residential energy efficiency
2017,304514.890169,330477.380367
2018,324349.80351,347469.935976
2019,351024.342142,370836.599787
2020,364019.630193,381552.532874
2021,372911.14307,388494.885578
2022,379750.76836,393565.332984
2023,384538.506063,396763.160203
2024,387958.318708,398721.80481
2025,392746.056411,401977.127891
2026,398901.719172,406528.46365
2027,403689.456875,409838.61905
2028,407109.26952,411906.959159
2029,412580.969752,415903.54245
2030,416000.782397,418022.949142
2031,422156.445159,422703.537855
