year,Base case diesel consumed,Modeled residential ashp
2017,18651.386325,-87287.3097337
2018,19367.4033779,-86571.2926808
2019,20083.4204308,-85855.2756279
2020,20799.4374837,-85139.258575
2021,21515.4545366,-84423.2415221
2022,22231.4715895,-83707.2244692
2023,23126.4929056,-82812.2031531
2024,23842.5099585,-82096.1861002
2025,24558.5270114,-81380.1690473
2026,25453.5483275,-80485.1477312
2027,26169.5653804,-79769.1306783
2028,27064.5866965,-78874.1093622
2029,27780.6037494,-78158.0923093
2030,28675.6250655,-77263.0709932
2031,29570.6463816,-76368.0496771
