year,Base case cost,Modeled non-residential energy efficiency
2017,992134.872172,971924.845335
2018,1047477.53837,1018738.95614
2019,1121267.75997,1082078.19356
2020,1156485.82028,1111050.37029
2021,1179964.52715,1129602.70009
2022,1198412.08255,1143720.98092
2023,1211828.48648,1153403.89307
2024,1221890.78943,1160146.93475
2025,1233630.14286,1168439.20949
2026,1248723.59728,1179776.27552
2027,1262140.00121,1189666.57026
2028,1272202.30415,1196612.13401
2029,1287295.75857,1208095.75907
2030,1295681.01103,1213638.81569
2031,1310774.46545,1225214.51123
