year,Base case diesel consumed,Modeled diesel efficiency
2019,144246.475391,131133.159446
2020,145734.319386,132485.744897
2021,147222.163382,133838.330347
2022,148710.007378,135190.915798
2023,150272.243573,136611.130521
2024,151834.479769,138031.345245
2025,153396.715965,139451.559968
2026,154958.95216,140871.774691
2027,156595.580555,142359.618687
2028,158232.208951,143847.462683
2029,159868.837346,145335.306678
2030,161579.857941,146890.779947
2031,163290.878536,148446.253215
2032,165001.899132,150001.726483
2033,166787.311927,151624.829024
2034,168498.332522,153180.302292
2035,170358.137516,154871.034106
2036,172217.942511,156561.765919
2037,174152.139706,158320.127005
2038,176086.3369,160078.488091
