year,Base case cost,Modeled water and wastewater efficiency
2017,81682.4293021,54464.447016
2018,86166.9638214,56809.4201154
2019,92062.0927407,59954.9691209
2020,95171.0796063,61530.8612125
2021,97443.1132423,62638.0417347
2022,99367.9377452,63553.0447821
2023,100941.677104,64273.6322992
2024,102284.029446,64867.3397682
2025,103768.259767,65544.8231873
2026,105525.49224,66379.977359
2027,107179.804918,67160.4983415
2028,108587.268034,67805.1463594
2029,110413.03919,68689.1248375
2030,111735.835322,69292.5433946
2031,113606.00556,70207.9373044
