year,Base case diesel consumed,Modeled transmission and interties
2021,29198.6536466,0.0
2022,29198.6536466,0.0
2023,29198.6536466,0.0
2024,29101.3248011,0.0
2025,29101.3248011,0.0
2026,29003.9959556,0.0
2027,29003.9959556,0.0
2028,28906.6671101,0.0
2029,28906.6671101,0.0
2030,28906.6671101,0.0
2031,28809.3382646,0.0
2032,28809.3382646,0.0
2033,28712.0094192,0.0
2034,28712.0094192,0.0
2035,28614.6805737,0.0
2036,28614.6805737,0.0
2037,28614.6805737,0.0
2038,28614.6805737,0.0
2039,28517.3517282,0.0
2040,28517.3517282,0.0
