year,Base case cost,Modeled diesel efficiency
2019,148237.67141,286199.501121
2020,155561.667033,289308.351261
2021,160300.60852,290150.33956
2022,164096.433494,290216.186879
2023,166724.312322,289299.598625
2024,168205.65735,287418.181174
2025,170824.776582,286646.762399
2026,173443.895815,285949.228856
2027,176054.255451,285315.88556
2028,177486.936056,283682.387428
2029,180377.602767,283443.142165
2030,182112.002794,282219.943616
2031,184667.858276,281809.146
2032,187836.885485,282019.862441
2033,190360.622449,281706.534616
2034,193518.943485,282031.217832
2035,194865.974707,280768.95794
2036,198299.736375,281462.010892
2037,200302.764016,280911.315661
2038,203450.378879,281456.739326
