year,Base case diesel consumed,Modeled diesel efficiency
2019,29295.9824921,26632.7113564
2020,29295.9824921,26632.7113564
2021,29198.6536466,26544.2305878
2022,29198.6536466,26544.2305878
2023,29198.6536466,26544.2305878
2024,29101.3248011,26455.7498192
2025,29101.3248011,26455.7498192
2026,29003.9959556,26367.2690506
2027,29003.9959556,26367.2690506
2028,28906.6671101,26278.7882819
2029,28906.6671101,26278.7882819
2030,28906.6671101,26278.7882819
2031,28809.3382646,26190.3075133
2032,28809.3382646,26190.3075133
2033,28712.0094192,26101.8267447
2034,28712.0094192,26101.8267447
2035,28614.6805737,26013.3459761
2036,28614.6805737,26013.3459761
2037,28614.6805737,26013.3459761
2038,28614.6805737,26013.3459761
