year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5392.59,264235.91,162357.68,9943.41,103789.75,125840.64
2018,5779.05,283861.81,173158.68,10458.14,109376.82,132614.73
2019,6318.09,310847.42,188010.05,11177.91,117059.05,141929.1
2020,6560.88,323113.61,194760.68,11502.13,120550.97,146162.91
2021,6729.54,331945.26,191802.3,11727.03,123065.15,144066.03
2022,6851.41,338323.68,195175.13,11889.67,124880.95,146191.69
2023,6933.24,342739.51,197510.17,11998.76,126138.04,147663.3
2024,6994.8,346174.04,199326.31,12080.76,127115.78,148807.89
2025,7078.84,350589.87,201661.34,12193.03,128372.87,150279.5
2026,7178.05,355986.99,204515.28,12325.47,129909.31,152078.14
2027,7257.08,360402.82,198418.06,12430.94,131166.4,148065.83
2028,7315.4,363837.35,200160.16,12508.69,132144.14,149169.54
2029,7405.29,368743.82,202648.88,12628.89,133540.91,150746.27
2030,7454.63,371687.71,204142.11,12694.75,134378.97,151692.31
2031,7545.88,377084.83,206879.71,12816.69,135915.42,153426.71
2032,7651.12,382481.95,200709.1,12957.81,137451.86,149414.4
2033,7747.33,387879.08,203330.35,13086.71,138988.31,151084.56
2034,7844.74,393276.2,205951.61,13217.32,140524.75,152754.72
2035,7903.91,396710.73,207619.68,13296.65,141502.49,153817.56
2036,8013.22,402598.5,210479.22,13443.39,143178.61,155639.55
2037,8074.83,406033.03,212147.29,13526.11,144156.35,156702.38
2038,8177.18,411430.16,214768.55,13663.59,145692.79,158372.55
2039,8260.35,415845.98,207285.81,13775.33,146949.89,153595.23
2040,8373.27,421733.75,210018.44,13927.07,148626.01,155347.15
