year,annotation,line losses
2002,,0.01
2003,,0.02
2004,,0.18
2005,,0.16
2006,,0.32
2007,,0.36
2008,,0.24
2009,,0.2
2010,,0.32
2011,,0.34
2012,,0.25
2013,,0.1
2014,start of forecast,0.23
2015,,0.23
2016,,0.23
2017,,0.23
2018,,0.23
2019,,0.23
2020,,0.23
2021,,0.23
2022,,0.23
2023,,0.23
2024,,0.23
2025,,0.23
2026,,0.23
2027,,0.23
2028,,0.23
2029,,0.23
2030,,0.23
2031,,0.23
2032,,0.23
2033,,0.23
2034,,0.23
2035,,0.23
2036,,0.23
2037,,0.23
2038,,0.23
2039,,0.23
2040,,0.23
