year,Base case cost,Modeled wind power
2019,148237.67141,
2020,155561.667033,
2021,160300.60852,
2022,164096.433494,
2023,166724.312322,
2024,168205.65735,
2025,170824.776582,
2026,173443.895815,
2027,176054.255451,
2028,177486.936056,
2029,180377.602767,
2030,182112.002794,
2031,184667.858276,
2032,187836.885485,
2033,190360.622449,
2034,193518.943485,
2035,194865.974707,
2036,198299.736375,
2037,200302.764016,
2038,203450.378879,
