year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,140156.0,90148.0,50008.0
2004,,145213.0,85730.0,59483.0
2005,,146375.0,91631.0,54744.0
2006,,164580.0,98441.0,66139.0
2007,,169287.0,96423.0,72864.0
2008,,209171.0,109735.0,99436.0
2009,,201861.0,108407.0,93454.0
2010,,193843.0,101125.0,92718.0
2011,,207374.0,101793.0,105581.0
2012,,238832.0,105819.0,133013.0
2013,,271450.0,105098.0,166352.0
2014,start of forecast,233744.0,98762.0,134982.0
2015,,233527.0,98545.0,134982.0
2016,,233274.0,98292.0,134982.0
2017,,233374.0,98392.0,134982.0
2018,,232740.0,97758.0,134982.0
2019,,232314.0,97332.0,134982.0
2020,,232055.0,97073.0,134982.0
2021,,231644.0,96662.0,134982.0
2022,,231362.0,96380.0,134982.0
2023,,231079.0,96097.0,134982.0
2024,,230786.0,95804.0,134982.0
2025,,230597.0,95615.0,134982.0
2026,,230246.0,95264.0,134982.0
2027,,229890.0,94908.0,134982.0
2028,,229509.0,94527.0,134982.0
2029,,229205.0,94223.0,134982.0
2030,,228868.0,93886.0,134982.0
2031,,228291.0,93309.0,134982.0
2032,,228198.0,93216.0,134982.0
2033,,227810.0,92828.0,134982.0
2034,,227472.0,92490.0,134982.0
2035,,227171.0,92189.0,134982.0
2036,,226917.0,91935.0,134982.0
2037,,226704.0,91722.0,134982.0
2038,,226549.0,91567.0,134982.0
2039,,226407.0,91425.0,134982.0
2040,,226285.0,91303.0,134982.0
