year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,177723.0,131410.973331
2018,177723.0,131410.973331
2019,177723.0,131410.973331
2020,177723.0,131410.973331
2021,177723.0,131410.973331
2022,177723.0,131410.973331
2023,177723.0,131410.973331
2024,177723.0,131410.973331
2025,177723.0,131410.973331
2026,177723.0,131410.973331
2027,177723.0,131410.973331
2028,177723.0,131410.973331
2029,177723.0,131410.973331
2030,177723.0,131410.973331
2031,177723.0,131410.973331
2032,,
2033,,
2034,,
2035,,
2036,,
