year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,567905.81,1008077.97,,3051949.43,997184.6
2018,,608782.12,1085060.33,,3145656.16,1032175.67
2019,,663876.28,1181453.26,,3271956.54,1073618.28
2020,,690534.75,1228095.0,,3333069.63,1093671.15
2021,,708307.06,1259189.5,,3373811.69,1107039.73
2022,,722524.9,1284065.09,,3406405.34,1117734.6
2023,,731411.06,1299612.34,,3426776.37,1124418.89
2024,,738519.98,1312050.13,,3443073.19,1129766.32
2025,,747406.14,1327597.38,,3463444.22,1136450.61
2026,,759846.75,1349363.53,,3491963.66,1145808.62
2027,,768732.91,1357551.17,,3512334.69,1147609.46
2028,,775841.83,1362495.24,,3528631.51,1148028.14
2029,,786505.22,1380950.74,,3553076.75,1155981.31
2030,,793614.14,1385660.08,,3569373.57,1156320.67
2031,,804277.53,1388625.14,,3593818.81,1154246.38
2032,,,1394179.9,,,1153333.35
2033,,,1396306.65,,,1150975.83
2034,,,1400956.03,,,1149756.9
2035,,,1399352.99,,,1145852.93
2036,,,1403130.53,,,1144339.44
