year,Base case cost,Modeled residential energy efficiency
2017,2005262.5687,1965827.69612
2018,2117236.00526,2057698.52269
2019,2255071.5383,2170042.54442
2020,2321766.15106,2222324.72251
2021,2366229.22623,2255903.21253
2022,2401799.68637,2282055.88088
2023,2424031.22396,2297020.47534
2024,2441816.45402,2308314.92423
2025,2464047.99161,2323457.20641
2026,2495172.14423,2346205.30722
2027,2505160.63691,2349274.00072
2028,2510523.37561,2348484.96601
2029,2536932.05102,2367449.18368
2030,2541980.75841,2366503.93606
2031,2542871.52686,2360104.3663
2032,2547513.24778,2356843.84581
2033,2547282.47585,2349469.71552
2034,2550712.93317,2345141.4664
2035,2545205.91384,2333317.52422
2036,2547469.96917,2327959.75877
