year,Base case cost,Modeled non-residential energy efficiency
2017,3619855.23954,3020172.99483
2018,3754438.286,3125849.52597
2019,3935832.82688,3269969.67437
2020,4023604.37891,3337519.50596
2021,4082118.74694,3381210.15987
2022,4128930.24136,3415415.68609
2023,4158187.42537,3435341.61734
2024,4181593.17259,3450569.97059
2025,4210850.3566,3470682.81602
2026,4251810.41422,3500470.13245
2027,4281067.59823,3520761.23314
2028,4304473.34544,3536346.19717
2029,4339581.96626,3561599.43856
2030,4362987.71347,3577350.41574
2031,4398096.33428,3602765.77934
