year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,28807.2,625990.5,420120.74,5827.07,84671.01,58213.95
2018,32200.9,699063.33,475436.23,11368.1,164960.92,114549.92
2019,36947.49,801365.28,552204.59,19139.51,277366.8,194512.27
2020,39116.97,847644.73,591702.51,22677.67,328217.08,232429.24
2021,40727.85,881745.38,623420.38,25299.15,365685.71,261477.11
2022,41889.94,906102.99,648774.3,27184.63,392449.02,283311.95
2023,42714.44,923153.31,669267.8,28516.5,411183.33,299663.41
2024,43428.11,937767.88,688279.62,29666.26,427241.31,314303.61
2025,44254.62,954818.2,709363.38,31003.57,445975.63,331151.88
2026,45195.97,974304.29,732584.65,32530.77,467386.27,350263.43
2027,46027.07,991354.61,754302.38,33876.38,486120.58,367645.32
2028,46747.03,1005969.18,774450.99,35039.16,502178.57,383242.35
2029,47688.72,1025455.26,798656.01,36572.16,523589.21,403181.93
2030,48292.63,1037634.06,817454.1,37547.95,536970.86,417178.11
2031,49240.08,1057120.15,842293.1,39090.4,558381.51,437651.3
2032,,,869444.51,,,460534.98
2033,,,896989.42,,,483749.86
2034,,,929966.84,,,509463.88
2035,,,952279.7,,,526882.58
2036,,,981037.9,,,551118.69
