year,annotation,diesel generation efficiency
2002,,15.53
2003,,16.56
2004,,16.56
2005,,15.43
2006,,16.12
2009,,13.74
2010,,16.02
2011,,15.69
2012,,15.94
2013,,14.67
2014,,6.75
2015,,9.68
2016,start of forecast,10.36
2017,,10.36
2018,,10.36
2019,,10.36
2020,,10.36
2021,,10.36
2022,,10.36
2023,,10.36
2024,,10.36
2025,,10.36
2026,,10.36
2027,,10.36
2028,,10.36
2029,,10.36
2030,,10.36
2031,,10.36
2032,,10.36
2033,,10.36
2034,,10.36
2035,,10.36
2036,,10.36
2037,,10.36
2038,,10.36
2039,,10.36
2040,,10.36
