year,Base case diesel consumed,Modeled residential ashp
2017,184087.20464,20616.1009639
2018,186549.023844,23077.9201681
2019,189010.843048,25539.7393722
2020,191472.662252,28001.5585764
2021,193934.481456,30463.3777805
2022,196396.30066,32925.1969846
2023,198858.119864,35387.0161888
2024,201319.939069,37848.8353929
2025,203781.758273,40310.654597
2026,206243.577477,42772.4738012
2027,208705.396681,45234.2930053
2028,211167.215885,47696.1122094
2029,213629.035089,50157.9314136
2030,216090.854293,52619.7506177
2031,218552.673497,55081.5698218
