year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,88479.62,6446833.0,6446833.0
2004,,88479.62,6563733.0,6563733.0
2005,,88479.62,5877207.0,5877207.0
2006,,88479.62,6392826.0,6392826.0
2007,,88479.62,6219000.0,6219000.0
2008,,88479.62,6400000.0,6400000.0
2009,,88479.62,6264956.0,6264956.0
2010,,88479.62,6561464.0,6561464.0
2011,,88479.62,6464915.0,6464915.0
2012,,88479.62,6680590.0,6680590.0
2013,,88479.62,6761550.0,6761550.0
2014,,88479.62,2370690.0,2370690.0
2015,,88479.62,4310585.0,4310585.0
2016,start of forecast,88479.62,5776000.0,5776000.0
2017,,88479.62,5701000.0,5701000.0
2018,,88479.62,5627000.0,5627000.0
2019,,88479.62,5557000.0,5557000.0
2020,,88479.62,5487000.0,5487000.0
2021,,88479.62,5418000.0,5418000.0
2022,,88479.62,5350000.0,5350000.0
2023,,88479.62,5286000.0,5286000.0
2024,,88479.62,5220000.0,5220000.0
2025,,88479.62,5156000.0,5156000.0
2026,,88479.62,5091000.0,5091000.0
2027,,88479.62,5025000.0,5025000.0
2028,,88479.62,4957000.0,4957000.0
2029,,88479.62,4898000.0,4898000.0
2030,,88479.62,4839000.0,4839000.0
2031,,88479.62,4776000.0,4776000.0
2032,,88479.62,4702000.0,4702000.0
2033,,88479.62,4627000.0,4627000.0
2034,,88479.62,4552000.0,4552000.0
2035,,88479.62,4479000.0,4479000.0
2036,,88479.62,4408000.0,4408000.0
2037,,88479.62,4339000.0,4339000.0
2038,,88479.62,4268000.0,4268000.0
2039,,88479.62,4193000.0,4193000.0
2040,,88479.62,4115000.0,4115000.0
