year,Base case cost,Modeled non-residential energy efficiency
2017,95704.9792928,98141.0357664
2018,101104.578004,102992.287425
2019,108046.919203,109303.900915
2020,111286.67843,112129.663108
2021,113600.792163,114087.958632
2022,115143.534652,115324.134576
2023,116377.728643,116274.486926
2024,117303.374136,116938.895627
2025,118383.293879,117753.66236
2026,119771.762118,118864.145605
2027,120851.681861,119688.341658
2028,121777.327354,120371.614301
2029,123011.521345,121350.275826
2030,123782.892589,121896.857233
2031,125017.08658,122884.094673
