year,Base case cost,Modeled residential energy efficiency
2017,130456.695953,117614.542349
2018,135693.52351,121617.174435
2019,142426.587512,126844.000128
2020,145568.684046,129153.389561
2021,147813.038713,130737.754676
2022,164331.388797,146740.88099
2023,165649.024936,147604.48015
2024,166637.252041,148199.726841
2025,167790.183662,148937.1618
2026,169272.524319,149953.550138
2027,170425.45594,150701.213353
2028,171413.683044,151316.922309
2029,188522.55734,168002.467409
2030,189421.484292,168566.217231
2031,190859.767414,169590.473702
2032,192477.835926,170771.188749
2033,194095.904438,171956.286997
2034,195713.972951,173145.665713
2035,196792.685292,173883.314042
2036,215031.43997,191701.641244
