year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,19460.73,1270541.0,1270541.0
2004,,19460.73,1205250.0,1205250.0
2005,,19460.73,1160809.0,1160809.0
2006,,19460.73,1146151.0,1146151.0
2007,,19460.73,1105662.0,1105662.0
2008,,19460.73,1092873.0,1092873.0
2009,,19460.73,1123447.0,1123447.0
2010,,19460.73,1152814.0,1152814.0
2011,,19460.73,1175293.0,1175293.0
2012,,19460.73,1198236.0,1198236.0
2013,,19460.73,1206575.0,1206575.0
2014,start of forecast,19460.73,1210000.0,1210000.0
2015,,19460.73,1215000.0,1215000.0
2016,,19460.73,1221000.0,1221000.0
2017,,19460.73,1226000.0,1226000.0
2018,,19460.73,1231000.0,1231000.0
2019,,19460.73,1237000.0,1237000.0
2020,,19460.73,1242000.0,1242000.0
2021,,19460.73,1247000.0,1247000.0
2022,,19460.73,1253000.0,1253000.0
2023,,19460.73,1258000.0,1258000.0
2024,,19460.73,1263000.0,1263000.0
2025,,19460.73,1269000.0,1269000.0
2026,,19460.73,1274000.0,1274000.0
2027,,19460.73,1280000.0,1280000.0
2028,,19460.73,1286000.0,1286000.0
2029,,19460.73,1292000.0,1292000.0
2030,,19460.73,1298000.0,1298000.0
2031,,19460.73,1304000.0,1304000.0
2032,,19460.73,1309000.0,1309000.0
2033,,19460.73,1314000.0,1314000.0
2034,,19460.73,1319000.0,1319000.0
2035,,19460.73,1325000.0,1325000.0
2036,,19460.73,1330000.0,1330000.0
2037,,19460.73,1336000.0,1336000.0
2038,,19460.73,1341000.0,1341000.0
2039,,19460.73,1346000.0,1346000.0
2040,,19460.73,1351000.0,1351000.0
