year,Base case cost,Modeled biomass for heat (cordwood)
2017,746893.993426,777829.980789
2018,788026.493426,808243.932876
2019,843966.693426,849606.907716
2020,870291.493426,869071.837052
2021,888389.793426,882453.97597
2022,901552.193426,892186.440639
2023,911423.993426,899485.78914
2024,919650.493426,905568.579557
2025,927876.993426,911651.369975
2026,939394.093426,920167.276559
2027,949265.893426,927466.62506
2028,957492.393426,933549.415478
2029,967364.193426,940848.763979
2030,973945.393426,945714.996313
2031,985462.493426,954230.902897
2032,,
2033,,
2034,,
2035,,
2036,,
