year,Base case cost,Modeled solar power (pv)
2016,156891.412852,168582.559356
2017,187240.273353,198420.709785
2018,210600.518117,221407.998332
2019,242508.196773,252804.567522
2020,258079.490525,268159.635995
2021,269190.200057,279136.814859
2022,277845.569074,287708.088504
2023,284496.428639,294307.59572
2024,290263.982391,300040.363335
2025,296301.74108,306044.230566
2026,304017.266838,313696.419078
2027,311088.11886,320720.332622
2028,317267.58829,326868.883674
2029,324439.767163,333996.185265
2030,329758.69261,339300.672453
2031,337985.258139,347469.683393
2032,346009.169967,355437.316832
2033,354084.479472,363457.607417
2034,362211.186655,371530.538597
2035,368723.27249,378018.288304
