year,Base case cost,Modeled diesel efficiency
2019,242508.196773,443958.077305
2020,258079.490525,458113.798897
2021,269190.200057,468214.443927
2022,277845.569074,476082.961215
2023,284496.428639,482129.197183
2024,290263.982391,487372.427867
2025,296301.74108,492861.299402
2026,304017.266838,499875.413728
2027,311088.11886,506303.46102
2028,317267.58829,511921.160502
2029,324439.767163,518441.323115
2030,329758.69261,523276.709884
2031,337985.258139,530755.40582
2032,346009.169967,538049.871117
2033,354084.479472,545391.061577
2034,362211.186655,552778.977198
2035,368723.27249,558699.055229
2036,377927.128159,567066.196747
2037,383555.908179,572183.269493
2038,392868.433225,580649.201353
