year,Base case diesel consumed,Modeled non-residential ashp
2017,24630.826354,9896.42429799
2018,24630.826354,9896.42429799
2019,24630.826354,9896.42429799
2020,23563.5790841,8829.17702807
2021,23563.5790841,8829.17702807
2022,23563.5790841,8829.17702807
2023,22496.3318142,7761.92975814
2024,22496.3318142,7761.92975814
2025,22496.3318142,7761.92975814
2026,22496.3318142,7761.92975814
2027,22496.3318142,7761.92975814
2028,21429.0845442,6694.68248822
2029,21429.0845442,6694.68248822
2030,22496.3318142,7761.92975814
2031,22496.3318142,7761.92975814
