year,Base case cost,Modeled non-residential energy efficiency
2017,481393.565968,479624.388662
2018,500323.036096,496584.054325
2019,527801.299184,522107.408474
2020,540624.488625,533070.231387
2021,549783.909655,540424.58404
2022,556500.81841,545386.478138
2023,560775.21489,547954.939633
2024,565049.61137,550563.035595
2025,569324.007851,553209.837088
2026,575430.288537,557719.950668
2027,580315.313086,561049.967582
2028,583979.081498,563199.022685
2029,589474.734116,567208.793979
2030,592527.874459,568818.924403
2031,598634.155145,573505.149388
