year,Base case cost,Modeled diesel efficiency
2019,11709.774158,160182.950288
2020,12526.7351458,157420.852226
2021,13110.2787084,154528.700017
2022,13538.2106544,151575.300976
2023,13810.5309837,148558.774994
2024,14082.8513129,145618.75111
2025,14355.1716422,142753.43632
2026,14744.200684,140067.178459
2027,15055.4239174,137381.43618
2028,15288.8413425,134694.539595
2029,15638.9674801,132181.689378
2030,15833.482001,129593.729062
2031,16222.5110428,127247.399914
2032,16611.5400846,124964.351847
2033,17000.5691264,122743.101669
2034,17389.5981682,120582.201035
2035,17661.9184974,118374.136638
2036,18050.9475392,116329.724856
2037,18323.2678685,114235.419126
2038,18751.1998145,112337.466076
