year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,60246.0,44546.7573278
2018,60246.0,44546.7573278
2019,60246.0,44546.7573278
2020,60246.0,44546.7573278
2021,60246.0,44546.7573278
2022,60246.0,44546.7573278
2023,60246.0,44546.7573278
2024,60246.0,44546.7573278
2025,60246.0,44546.7573278
2026,60246.0,44546.7573278
2027,60246.0,44546.7573278
2028,60246.0,44546.7573278
2029,60246.0,44546.7573278
2030,60246.0,44546.7573278
2031,60246.0,44546.7573278
2032,,
2033,,
2034,,
2035,,
2036,,
