year,Base case cost,Modeled solar power (pv)
2016,7119.23146483,
2017,8753.15344036,
2018,9959.14346992,
2019,11709.774158,
2020,12526.7351458,
2021,13110.2787084,
2022,13538.2106544,
2023,13810.5309837,
2024,14082.8513129,
2025,14355.1716422,
2026,14744.200684,
2027,15055.4239174,
2028,15288.8413425,
2029,15638.9674801,
2030,15833.482001,
2031,16222.5110428,
2032,16611.5400846,
2033,17000.5691264,
2034,17389.5981682,
2035,17661.9184974,
