year,Base case cost,Modeled transmission and interties
2021,464079.948126,
2022,479477.946805,
2023,489377.635155,
2024,499027.335003,
2025,508677.034851,
2026,522734.577941,
2027,533768.553201,
2028,542326.349247,
2029,554457.256813,
2030,561353.491351,
2031,575445.515613,
2032,589858.645797,
2033,604300.510291,
2034,618771.109095,
2035,629113.305828,
2036,643637.063107,
2037,654362.144528,
2038,670336.984491,
2039,682518.895459,
2040,700676.10631,
