year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,162141.67,601634.84,,319251.9,571376.57
2018,,180817.95,655672.16,,319505.08,574440.8
2019,,207928.69,729284.81,,319872.61,575101.59
2020,,220580.37,767836.24,,320044.12,578025.45
2021,,229617.28,792508.71,,320166.63,578246.71
2022,,236244.35,810601.85,,320256.47,578408.97
2023,,240461.57,826611.36,,320313.64,581129.93
2024,,244678.8,838188.14,,320370.81,581233.65
2025,,248896.02,854386.53,,320427.99,583956.01
2026,,254920.63,871014.74,,320509.66,584104.85
2027,,259740.32,884317.3,,320575.0,584223.93
2028,,263355.08,899131.71,,320624.0,586933.47
2029,,268777.23,909259.61,,320697.51,584447.19
2030,,271789.53,917573.72,,320738.34,584521.61
2031,,277814.14,934201.92,,320820.02,584670.45
2032,,,961116.73,,,590064.31
2033,,,983158.08,,,592837.67
2034,,,1010702.52,,,598236.2
2035,,,1028043.23,,,600967.03
2036,,,1056163.32,,,606369.84
