year,Base case cost,Modeled residential energy efficiency
2017,1173011.41255,1206371.19055
2018,1230112.96058,1246126.52647
2019,1304386.39089,1297310.79871
2020,1345861.68798,1325819.56205
2021,1370755.41908,1340350.60734
2022,1389010.82189,1350009.70931
2023,1407741.28554,1361908.00547
2024,1419421.78986,1366847.96222
2025,1438342.54291,1379117.6403
2026,1455119.59164,1388078.25372
2027,1468541.23063,1394603.94239
2028,1486065.18221,1406150.42876
2029,1493706.80373,1406643.224
2030,1502095.3281,1409632.70426
2031,1518872.37683,1419000.42081
2032,1551181.04543,1443975.54349
2033,1575995.7461,1461530.70821
2034,1608938.7127,1487286.41423
2035,1629010.26355,1501494.02183
2036,1662533.15974,1527969.16608
