year,Base case diesel consumed,Modeled diesel efficiency
2019,3890.29041794,3536.62765267
2020,3890.29041794,3536.62765267
2021,3890.29041794,3536.62765267
2022,3890.29041794,3536.62765267
2023,3890.29041794,3536.62765267
2024,3890.29041794,3536.62765267
2025,3890.29041794,3536.62765267
2026,3890.29041794,3536.62765267
2027,3890.29041794,3536.62765267
2028,3890.29041794,3536.62765267
2029,3890.29041794,3536.62765267
2030,3890.29041794,3536.62765267
2031,3890.29041794,3536.62765267
2032,3890.29041794,3536.62765267
2033,3890.29041794,3536.62765267
2034,3890.29041794,3536.62765267
2035,3890.29041794,3536.62765267
2036,3890.29041794,3536.62765267
2037,3890.29041794,3536.62765267
2038,3890.29041794,3536.62765267
