year,Base case cost,Modeled biomass for heat (cordwood)
2017,164736.490077,205469.487889
2018,177690.410077,214323.274817
2019,195733.370077,226960.673729
2020,204523.530077,232766.821573
2021,210537.850077,236534.952051
2022,215164.250077,239291.88674
2023,218402.730077,241037.250407
2024,221178.570077,242455.480492
2025,223954.410077,243888.621081
2026,228118.170077,246363.528528
2027,231356.650077,248167.851864
2028,234132.490077,249643.659752
2029,237370.970077,251475.430601
2030,239684.170077,252635.640762
2031,243847.930077,255178.391483
2032,,
2033,,
2034,,
2035,,
2036,,
