year,Base case cost,Modeled non-residential energy efficiency
2017,308858.004522,311695.181345
2018,328044.99594,328313.126154
2019,354769.733985,351850.671665
2020,367789.478161,362868.666086
2021,376697.724177,370145.344113
2022,383550.221111,375561.371844
2023,388346.968966,379116.268625
2024,392458.467127,382063.670593
2025,396569.965287,385030.172122
2026,402737.212529,389896.483854
2027,407533.960383,393526.904825
2028,411645.458544,396548.060885
2029,416442.206398,400213.640654
2030,419868.454866,402642.078718
2031,426035.702107,407595.294062
