year,Base case cost,Modeled residential energy efficiency
2017,290081.142159,275824.822218
2018,302465.617319,286245.818188
2019,319715.422005,300965.745146
2020,328119.173005,307901.684647
2021,333869.107901,312510.052302
2022,338292.134743,315959.878689
2023,341388.253533,318250.911922
2024,344042.069639,320162.43169
2025,346695.885744,322083.960613
2026,350676.609902,325184.552614
2027,366491.072367,340233.508088
2028,369239.779931,342278.570262
2029,372446.605423,344738.313786
2030,374737.195061,346395.791066
2031,378860.256407,349684.262227
2032,382983.317754,352981.211474
2033,386648.261174,355880.862016
2034,404801.807254,373172.120857
2035,407645.406277,375371.487858
2036,411910.804813,378842.745605
