year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,33703.35,165590.52,150546.6,16513.7,143267.49,139534.55
2018,36346.46,178510.15,156827.01,17245.08,149534.85,145638.61
2019,40029.08,196505.34,165574.73,18261.55,158264.39,154140.69
2020,41818.4,205272.24,169836.44,18762.2,162517.24,158282.73
2021,43039.09,211270.64,172752.35,19108.77,165427.09,161116.76
2022,43977.78,215884.79,174995.35,19375.56,167665.43,163296.78
2023,44634.65,219114.7,176565.45,19562.48,169232.27,164822.8
2024,45196.33,221883.19,177911.26,19724.2,170575.28,166130.81
2025,45755.83,224651.68,179257.06,19888.37,171918.28,167438.82
2026,46595.63,228804.42,181275.77,20133.86,173932.79,169400.84
2027,47244.93,232034.33,191181.47,20329.07,175499.63,175309.6
2028,47800.31,234802.82,192588.63,20497.61,176842.64,176651.15
2029,48449.39,238032.73,194230.31,20692.81,178409.48,178216.3
2030,48909.34,240339.8,195402.94,20836.29,179528.65,179334.26
2031,49746.23,244492.54,197513.67,21084.32,181543.16,181346.58
2032,,,199624.41,,,183358.91
2033,,,201500.61,,,185147.65
2034,,,212733.65,,,192068.16
2035,,,214202.16,,,193443.25
2036,,,216404.92,,,195505.88
