year,Base case diesel consumed,Modeled diesel efficiency
2019,34843.0822838,31675.5293489
2020,34843.0822838,31675.5293489
2021,34843.0822838,31675.5293489
2022,34843.0822838,31675.5293489
2023,34749.9189622,31590.8354202
2024,34749.9189622,31590.8354202
2025,34749.9189622,31590.8354202
2026,34749.9189622,31590.8354202
2027,34656.7556406,31506.1414914
2028,34656.7556406,31506.1414914
2029,34563.592319,31421.4475627
2030,34563.592319,31421.4475627
2031,34563.592319,31421.4475627
2032,34470.4289973,31336.753634
2033,34470.4289973,31336.753634
2034,34377.2656757,31252.0597052
2035,34377.2656757,31252.0597052
2036,34377.2656757,31252.0597052
2037,34284.1023541,31167.3657765
2038,34284.1023541,31167.3657765
