year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,5932.58,353680.0,353680.0
2004,,5932.58,389600.0,389600.0
2005,,5932.58,362400.0,362400.0
2006,,5932.58,342560.0,342560.0
2007,,5932.58,350080.0,350080.0
2008,,5932.58,331280.0,331280.0
2009,,5932.58,358160.0,358160.0
2010,,5932.58,364400.0,364400.0
2011,,5932.58,394120.0,394120.0
2012,,5932.58,396619.0,396619.0
2013,,5932.58,410240.0,410240.0
2014,,5932.58,393480.0,393480.0
2015,,5932.58,371920.0,371920.0
2016,start of forecast,5932.58,375000.0,375000.0
2017,,5932.58,375000.0,375000.0
2018,,5932.58,375000.0,375000.0
2019,,5932.58,374000.0,374000.0
2020,,5932.58,374000.0,374000.0
2021,,5932.58,374000.0,374000.0
2022,,5932.58,374000.0,374000.0
2023,,5932.58,373000.0,373000.0
2024,,5932.58,373000.0,373000.0
2025,,5932.58,373000.0,373000.0
2026,,5932.58,373000.0,373000.0
2027,,5932.58,372000.0,372000.0
2028,,5932.58,372000.0,372000.0
2029,,5932.58,371000.0,371000.0
2030,,5932.58,371000.0,371000.0
2031,,5932.58,371000.0,371000.0
2032,,5932.58,370000.0,370000.0
2033,,5932.58,370000.0,370000.0
2034,,5932.58,369000.0,369000.0
2035,,5932.58,369000.0,369000.0
2036,,5932.58,369000.0,369000.0
2037,,5932.58,368000.0,368000.0
2038,,5932.58,368000.0,368000.0
2039,,5932.58,368000.0,368000.0
2040,,5932.58,367000.0,367000.0
