year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,34936.25,9465.13,46141.54,22430.05
2018,34936.25,9463.27,46141.54,22430.05
2019,34843.08,9461.37,46141.54,22430.05
2020,34843.08,9459.48,46141.54,22430.05
2021,34843.08,9457.49,46141.54,22430.05
2022,34843.08,9455.98,46141.54,22430.05
2023,34749.92,9454.91,46141.54,22430.05
2024,34749.92,9453.73,46141.54,22430.05
2025,34749.92,9452.14,46141.54,22430.05
2026,34749.92,9449.93,46141.54,22430.05
2027,34656.76,9447.49,46141.54,23452.6
2028,34656.76,9445.22,46141.54,23452.6
2029,34563.59,9442.87,46141.54,23452.6
2030,34563.59,9440.51,46141.54,23452.6
2031,34563.59,9438.09,46141.54,23452.6
2032,34470.43,,,23452.6
2033,34470.43,,,23452.6
2034,34377.27,,,24475.14
2035,34377.27,,,24475.14
2036,34377.27,,,24475.14
