year,Base case cost,Modeled diesel efficiency
2019,93379.4605206,255895.256153
2020,99999.6461545,257905.68085
2021,104529.246851,258109.509549
2022,108013.55508,257454.806509
2023,110157.24311,255670.941968
2024,112242.238248,253921.204737
2025,114327.233386,252256.901591
2026,117454.726092,251623.755229
2027,119565.80696,250148.074384
2028,121645.212298,248723.164274
2029,123737.660502,247387.813177
2030,125465.840118,245797.189529
2031,128576.563427,245537.526012
2032,131332.33448,245027.544128
2033,134089.9688,244589.925513
2034,137165.290046,244510.126319
2035,139227.925987,243577.099708
2036,142321.879898,243647.450905
2037,143993.229887,242488.799279
2038,147078.799099,242678.568542
