year,Base case diesel consumed,Modeled non-residential ashp
2017,58084.5614564,47533.0569572
2018,58084.5614564,47533.0569572
2019,58084.5614564,47533.0569572
2020,58084.5614564,47533.0569572
2021,58084.5614564,47533.0569572
2022,58084.5614564,47533.0569572
2023,58084.5614564,47533.0569572
2024,58084.5614564,47533.0569572
2025,58084.5614564,47533.0569572
2026,58084.5614564,47533.0569572
2027,58084.5614564,47533.0569572
2028,56137.5795582,45586.0750591
2029,56137.5795582,45586.0750591
2030,56137.5795582,45586.0750591
2031,56137.5795582,45586.0750591
