year,Base case cost,Modeled solar power (pv)
2016,90471.010096,95831.5970844
2017,110816.165476,115936.48508
2018,126399.688747,131341.514527
2019,148043.471066,152736.697708
2020,158865.362226,163443.465081
2021,165791.372568,170302.518962
2022,171418.755971,175879.419263
2023,175314.636789,179745.961553
2024,178344.766314,182757.375704
2025,182240.647131,186625.02711
2026,186569.403595,190921.20555
2027,190465.284413,194790.056552
2028,193928.289584,198231.454286
2029,197878.692906,202151.10365
2030,200470.990193,204732.384185
2031,205223.53522,209450.538456
2032,209976.080246,214169.384822
2033,215160.67482,219316.301186
2034,219913.219846,224036.542524
2035,223369.616228,227475.066089
